Micron BGA codes

D9HVB    MT18VDDF12872LDY-335F1
D9MCP    MT42L64M64D2MC-3 IT:A
Z9PHH    MT42L64M64D2MC-MS
Z9LTS    MT42L64M64D2MG-3 IT ES:A
D9LTR    MT42L64M64D2MG-3 IT:A
Z9LXD    MT42L64M64D2MJ-25 IT ES:A
D9LXF    MT42L64M64D2MJ-25 IT:A
Z9LXG    MT42L64M64D2MJ-3 IT ES:A
D9LXH    MT42L64M64D2MJ-3 IT:A
Z9QPR    MT42L64M64D2MP-18 WT ES:B
D9QPS    MT42L64M64D2MP-18 WT:B
Z9NZL    MT42L64M64D2MP-25 IT ES:A
D9NZM    MT42L64M64D2MP-25 IT:A
Z9QPP    MT42L64M64D2MP-25 WT ES:B
Z9QPM    MT42L64M64D2MP-3 WT ES:B
D9ZPN    MT42L64M64D2MP-3 WT:B
Z9PHG    MT42L64M64D2MP-MS
D9SJM    MT42L64M64D2SW-18 IT:C
Z9KXD    MT42L64M64D4KJ-25 IT ES:A
D9KWX    MT42L64M64D4KJ-25 IT:A
Z9KXN    MT42L64M64D4KJ-3 IT ES:A
D9KXM    MT42L64M64D4KJ-3 IT:A
Z9LSK    MT42L64M64D4LB-25 ES:A
Z9MBM    MT42L64M64D4LC-3 IT ES:A
D9MBN    MT42L64M64D4LC-3 IT:A
D9PWJ    MT42L96M64D3KU-25 IT:A
Z9PHB    MT42L96M64D3MQ-25 IT ES:A
D9PHC    MT42L96M64D3MQ-25 IT:A
Z9PGX    MT42L96M64D3MQ-3 IT ES:A
D9PGZ    MT42L96M64D3MQ-3 IT:A
Z9LDJ    MT42LD2KH-TTV
Z9LDK    MT42LD4KJ-TTV
Z9RPB    MT43A4G00100NDK-C07 ES:A
Z9RNZ    MT43A4G00100NFA-S15 ES:A
Z9RPD    MT43A4G00100NGF-S15 ES:A
Z9RMC    MT43A4G40100NFA-S15 ES:A
D9RLQ    MT43A4G40100NFA-S15:A
Z9RMF    MT43A4G40100NGF-S15 ES:A
D9RLX    MT43A4G40100NGF-S15:A
Z9TNG    MT43A4G40101NDK-C07 ES:A
Z9TNH    MT43A4G40102NDK-C7A ES:A
D9TNR    MT43A4G40103NDK-C7A:A
Z9SJW    MT43A4G40200NFA-S15 ES:A
Z9VDF    MT43A4G40200NFA-S15 M ES:A
D9VKF    MT43A4G40200NFA-S15 M:A
D9TXJ    MT43A4G40200NFA-S15:A
D9TZC    MT43A4G40200NFA-S15:A
Z9SJX    MT43A4G40200NGF-S15 ES:A
Z9TVX    MT43A4G40203NDK-C7A ES:A
D9TVW    MT43A4G40203NDK-C7A:A
Z9RMD    MT43A4G80100NFH-S15 ES:A
D9RLW    MT43A4G80100NFH-S15:A
Z9RMG    MT43A4G80100NGK-S15 ES:A
D9RLZ    MT43A4G80100NGK-S15:A
Z9SJZ    MT43A4G80200NFH-S15 ES:A
D9TZD    MT43A4G80200NFH-S15:A
Z9SKB    MT43A4G80200NGK-S15 ES:A
D9TZF    MT43A4G80200NGK-S15:A
Z9TPP    MT43DC15LCN-JH24
Z9TPS    MT43DC15LJB-JH24
Z9TPV    MT43DC15LRS-JH24
Z9TPR    MT43DC19LGM-JH28
Z9TPQ    MT43DC19LHA-JH28
Z9TPT    MT43DC19LKC-JH28
Z9TPW    MT43DC19LST-JH28
Z9SXW    MT43MS1LAR-XH2A
Z9QVB    MT43MSNDK-E80A:A
Z9QVD    MT43MSNDK-XH61
Z9RZC    MT43MSNFA-E80A:A
Z9RNV    MT43MSNFA-XH61
Z9RZB    MT43MSNGF-E80A:A
Z9RMN    MT43MSNGF-XH61
Z9SXL    MT43TD1LAR-XH2A
Z9SXV    MT43TD1LJB-XH2A
Z9RFB    MT43TD1NDK-XH61
Z9RMS    MT43TD1NFA-XH61
Z9RJM    MT43TD1NGF-XH61
Z9RCZ    MT43TD2NDK-XH61
Z9RMT    MT43TD2NFA-XH61
Z9RMV    MT43TD2NFH-XH61
Z9RMP    MT43TD2NGF-XH61
Z9RMQ    MT43TD2NGK-XH61
Z9RML    MT43TD3NDK-XH61
Z9RMM    MT43TD4NDK-XH61
Z9RVT    MT43TD5NDK-XH61
Z9RVV    MT43TD6NDK-XH61
Z9QVC    MT43TDNDK-E80A:A
Z9QVF    MT43TDNDK-XH61
Z9RMR    MT43TMSNFA-XH61
D9BTH    MT44H8M32F1FW-14
Z9BTJ    MT44H8M32F1FW-14 ES
D9BTF    MT44H8M32F1FW-15
Z9BTG    MT44H8M32F1FW-15 ES
D9BSW    MT44H8M32F1FW-16
Z9BSX    MT44H8M32F1FW-16 ES
D9BSZ    MT44H8M32F1FW-18
Z9BTB    MT44H8M32F1FW-18 ES
D9BTC    MT44H8M32F1FW-2
Z9BTD    MT44H8M32F1FW-2 ES
D9CRD    MT44H8M32F1GE-14
Z9CRF    MT44H8M32F1GE-14 ES
D9CRB    MT44H8M32F1GE-15
Z9CRC    MT44H8M32F1GE-15 ES
D9CQX    MT44H8M32F1GE-16
Z9CQZ    MT44H8M32F1GE-16 ES
D9CQV    MT44H8M32F1GE-18
Z9CQW    MT44H8M32F1GE-18 ES
D9CQS    MT44H8M32F1GE-2
Z9CQT    MT44H8M32F1GE-2 ES
Z9CLG    MT44H8M32F2FW-13 ES
D9BJJ    MT44H8M32F2FW-14
Z9BJK    MT44H8M32F2FW-14 ES
D9BJG    MT44H8M32F2FW-15
Z9BJH    MT44H8M32F2FW-15 ES
D9BHX    MT44H8M32F2FW-16
Z9BHZ    MT44H8M32F2FW-16 ES
D9BJB    MT44H8M32F2FW-18
Z9BJC    MT44H8M32F2FW-18 ES
D9BVD    MT44H8M32F2FW-2
Z9BVF    MT44H8M32F2FW-2 ES
D9CRQ    MT44H8M32F2GE-14
Z9CRR    MT44H8M32F2GE-14 ES
D9CRN    MT44H8M32F2GE-15
Z9CRP    MT44H8M32F2GE-15 ES
D9CRL    MT44H8M32F2GE-16
Z9CRM    MT44H8M32F2GE-16 ES
D9CRJ    MT44H8M32F2GE-18
Z9CRK    MT44H8M32F2GE-18 ES
D9CRG    MT44H8M32F2GE-2
Z9CRH    MT44H8M32F2GE-2 ES
Z9PHD    MT44HF67RPA-MS:A
Z9TJX    MT44K128M18RCT-093E ES:A
D9TJW    MT44K128M18RCT-093E:A
Z9TJV    MT44K128M18RCT-093F ES:A
D9TJT    MT44K128M18RCT-093F:A
Z9TKB    MT44K128M18RCT-107E ES:A
Z9TKD    MT44K128M18RCT-107E IT ES:A
D9TKC    MT44K128M18RCT-107E IT:A
D9TJZ    MT44K128M18RCT-107E:A
Z9VCK    MT44K128M18SBA-093E ES:A
D9VCJ    MT44K128M18SBA-093E:A
Z9VCH    MT44K128M18SBA-093F ES:A
D9VCG    MT44K128M18SBA-093F:A
Z9VCM    MT44K128M18SBA-107E ES:A
Z9VCP    MT44K128M18SBA-107E IT ES:A
D9VCN    MT44K128M18SBA-107E IT:A
D9VCL    MT44K128M18SBA-107E:A
Z9PXN    MT44K16M36PA-087 ES:A
Z9PGH    MT44K16M36PA-093 ES:A
D9PGG    MT44K16M36PA-093:A
Z9PGC    MT44K16M36PA-093E ES:A
D9PGB    MT44K16M36PA-093E:A
Z9PMZ    MT44K16M36PA-107E ES:A
D9PMX    MT44K16M36PA-107E:A
Z9PNC    MT44K16M36PA-125 ES:A
D9PNB    MT44K16M36PA-125:A
Z9STH    MT44K16M36RB-083E ES:A
Z9TKJ    MT44K16M36RB-083E ES:B
D9TKH    MT44K16M36RB-083E:B
Z9TKG    MT44K16M36RB-083F ES:B
D9TKF    MT44K16M36RB-083F:B
Z9QFP    MT44K16M36RB-087 ES:A
D9QFN    MT44K16M36RB-087:A
Z9PGF    MT44K16M36RB-093 ES:A
Z9PMW    MT44K16M36RB-093 IT ES:A
D9PNG    MT44K16M36RB-093 IT:A
D9PGD    MT44K16M36RB-093:A
Z9PFZ    MT44K16M36RB-093E ES:A
Z9TKN    MT44K16M36RB-093E ES:B
Z9PMV    MT44K16M36RB-093E IT ES:A
Z9TKP    MT44K16M36RB-093E IT ES:B
D9PMT    MT44K16M36RB-093E IT:A
D9VHD    MT44K16M36RB-093E IT:B
D9PFX    MT44K16M36RB-093E:A
D9TKM    MT44K16M36RB-093E:B
Z9QLV    MT44K16M36RB-093F ES:A
Z9TKL    MT44K16M36RB-093F ES:B
D9QLT    MT44K16M36RB-093F:A
D9TKK    MT44K16M36RB-093F:B
Z9PGL    MT44K16M36RB-107 ES:A
D9PGK    MT44K16M36RB-107:A
Z9PMK    MT44K16M36RB-107E ES:A
Z9TKR    MT44K16M36RB-107E ES:B
Z9TKT    MT44K16M36RB-107E IT ES:B
D9TKS    MT44K16M36RB-107E IT:B
D9PGJ    MT44K16M36RB-107E:A
D9TKQ    MT44K16M36RB-107E:B
Z9PLX    MT44K16M36RB-125 ES:A
D9PLW    MT44K16M36RB-125:A
Z9PLV    MT44K16M36RB-125E ES:A
D9PLT    MT44K16M36RB-125E:A
Z9QTM    MT44K16M36RB-125F ES:A
D9QTL    MT44K16M36RB-125F:A
Z9TKZ    MT44K32M18RB-083E ES:B
D9TKX    MT44K32M18RB-083E:B
Z9TKW    MT44K32M18RB-083F ES:B
D9TKV    MT44K32M18RB-083F:B
Z9PMD    MT44K32M18RB-093 ES:A
Z9PMS    MT44K32M18RB-093 IT ES:A
D9PNH    MT44K32M18RB-093 IT:A
D9PMC    MT44K32M18RB-093:A
Z9PMB    MT44K32M18RB-093E ES:A
Z9TLF    MT44K32M18RB-093E ES:B
Z9PMR    MT44K32M18RB-093E IT ES:A
Z9TLJ    MT44K32M18RB-093E IT ES:B
D9PMQ    MT44K32M18RB-093E IT:A
D9PLZ    MT44K32M18RB-093E:A
D9TLD    MT44K32M18RB-093E:B
Z9TLC    MT44K32M18RB-093F ES:B
D9TLB    MT44K32M18RB-093F:B
Z9PMJ    MT44K32M18RB-107 ES:A
D9PMH    MT44K32M18RB-107:A
Z9PMG    MT44K32M18RB-107E ES:A
Z9TLH    MT44K32M18RB-107E ES:B
Z9TLL    MT44K32M18RB-107E IT ES:B
D9TLK    MT44K32M18RB-107E IT:B
D9PMF    MT44K32M18RB-107E:A
D9TLG    MT44K32M18RB-107E:B
Z9PMP    MT44K32M18RB-125 ES:A
D9PMN    MT44K32M18RB-125:A
Z9PMM    MT44K32M18RB-125E ES:A
Z9PND    MT44K32M18RB-125E IT ES:A
D9PNF    MT44K32M18RB-125E IT:A
D9PML    MT44K32M18RB-125E:A
Z9QTP    MT44K32M18RB-125F ES:A
D9QTN    MT44K32M18RB-125F:A
Z9THL    MT44K32M36RB-083E ES:A
D9THK    MT44K32M36RB-083E:A
Z9THJ    MT44K32M36RB-083F ES:A
D9THH    MT44K32M36RB-083F:A
Z9THQ    MT44K32M36RB-093E ES:A
Z9TJJ    MT44K32M36RB-093E IT ES:A
D9THP    MT44K32M36RB-093E:A
Z9THN    MT44K32M36RB-093F ES:A
Z9TXM    MT44K32M36RB-093F IT ES:A
D9THM    MT44K32M36RB-093F:A
Z9SLL    MT44K32M36RB-107E ES:A
Z9THT    MT44K32M36RB-107E IT ES:A
D9THS    MT44K32M36RB-107E IT:A
D9WNV    MT44K32M36RB-107E KF:A
D9THR    MT44K32M36RB-107E:A
D9RRV    MT44K32M36RCT-107E:A
Z9QQR    MT44K32M36RCT-125 ES:A
Z9QRC    MT44K32M36RCT-125 IT ES:A
D9QRB    MT44K32M36RCT-125 IT:A
D9QQQ    MT44K32M36RCT-125:A
Z9QQP    MT44K32M36RCT-125E ES:A
Z9QQZ    MT44K32M36RCT-125E IT ES:A
D9QQX    MT44K32M36RCT-125E IT:A
D9QQN    MT44K32M36RCT-125E:A
Z9SZF    MT44K32M36TC-093E ES:A
D9SZQ    MT44K32M36TC-093E:A
Z9SZD    MT44K32M36TC-093F ES:A
Z9TXN    MT44K32M36TC-093F IT ES:A
D9SZP    MT44K32M36TC-093F:A
Z9SZC    MT44K32M36TC-107E ES:A
D9SZR    MT44K32M36TC-107E:A
Z9VVJ    MT44K64M18CRB-107E ES:A
Z9THZ    MT44K64M18RB-083E ES:A
D9THX    MT44K64M18RB-083E:A
Z9THW    MT44K64M18RB-083F ES:A
D9THV    MT44K64M18RB-083F:A
Z9SWG    MT44K64M18RB-093E ES:A
D9TJD    MT44K64M18RB-093E:A
Z9TJC    MT44K64M18RB-093F ES:A
D9TJB    MT44K64M18RB-093F:A
Z9SJT    MT44K64M18RB-107E ES:A
Z9TJH    MT44K64M18RB-107E IT ES:A
D9TJG    MT44K64M18RB-107E IT:A
D9TJF    MT44K64M18RB-107E:A
D9SMV    MT44K64M18RCT-093E:A
Z9QQW    MT44K64M18RCT-125 ES:A
Z9QRH    MT44K64M18RCT-125 IT ES:A
D9QRG    MT44K64M18RCT-125 IT:A
D9QQV    MT44K64M18RCT-125:A
Z9QQT    MT44K64M18RCT-125E ES:A
Z9QRF    MT44K64M18RCT-125E IT ES:A
D9QRD    MT44K64M18RCT-125E IT:A
D9QQS    MT44K64M18RCT-125E:A
Z9SWH    MT44K64M18TC-093E ES:A
D9SZS    MT44K64M18TC-093E:A
Z9TJN    MT44K64M36RCT-093E ES:A
D9TJM    MT44K64M36RCT-093E:A
Z9TJL    MT44K64M36RCT-093F ES:A
D9TJK    MT44K64M36RCT-093F:A
Z9TJQ    MT44K64M36RCT-107E ES:A
Z9TJS    MT44K64M36RCT-107E IT ES:A
D9TJR    MT44K64M36RCT-107E IT:A
D9TJP    MT44K64M36RCT-107E:A
Z9VCQ    MT44K64M36SBA-107E ES:A
Z9PXQ    MT44KDCPA-F67R
Z9PXP    MT44KDCRB-F67R
PW102    MT45L1ML16AFA-60 WT
PX102    MT45L1ML16AFA-60 WT ES
PW101    MT45L1MW16AFA-60 WT
PX101    MT45L1MW16AFA-60 WT ES
PW901    MT45V256KW16PEGA-55 WT
PW902    MT45V256KW16PEGA-70 WT
PW802    MT45V512KW16PEGA-55 WT
PW803    MT45V512KW16PEGA-70 WT
PW148    MT45W1ML16BAFB-601 WT
PX148    MT45W1ML16BAFB-601 WT ES
PW147    MT45W1ML16BAFB-701 WT
PX147    MT45W1ML16BAFB-701 WT ES
PW146    MT45W1ML16BAFB-706 WT
PX146    MT45W1ML16BAFB-706 WT ES
PW149    MT45W1ML16BAFB-708 WT
PX149    MT45W1ML16BAFB-708 WT ES
PW145    MT45W1ML16BAFB-856 WT
PX145    MT45W1ML16BAFB-856 WT ES
PW109    MT45W1ML16PAFA-60 WT
PX109    MT45W1ML16PAFA-60 WT ES
PW110    MT45W1ML16PAFA-70 IT
PW108    MT45W1ML16PAFA-70 WT
PX108    MT45W1ML16PAFA-70 WT ES
PW107    MT45W1ML16PAFA-85 WT
PX107    MT45W1ML16PAFA-85 WT ES
PX103    MT45W1MW16AFA-70 WT ES
PW100    MT45W1MW16AFA-85 WT
PX100    MT45W1MW16AFA-85 WT ES
PW151    MT45W1MW16BABB-706 WT
PW144    MT45W1MW16BAFB-601 WT
PX144    MT45W1MW16BAFB-601 WT ES
PW143    MT45W1MW16BAFB-701 WT
PX143    MT45W1MW16BAFB-701 WT ES
PW142    MT45W1MW16BAFB-706 WT
PX142    MT45W1MW16BAFB-706 WT ES
PX150    MT45W1MW16BAFB-708 WT ES
PW141    MT45W1MW16BAFB-856 WT
PX141    MT45W1MW16BAFB-856 WT ES
D9LKS    MT45W1MW16BDGB-701 IT
PW004    MT45W1MW16BDGB-701 WT
PX004    MT45W1MW16BDGB-701 WT ES
PW153    MT45W1MW16BDGB-708 AT
PW152    MT45W1MW16BDGB-708 IT
PW003    MT45W1MW16BDGB-708 WT
PX003    MT45W1MW16BDGB-708 WT ES
Z9KSS    MT45W1MW16MBDGB-701 WT ES
PW140    MT45W1MW16PABA-70 WT
PW106    MT45W1MW16PAFA-60 WT
PX106    MT45W1MW16PAFA-60 WT ES
PW105    MT45W1MW16PAFA-70 WT
PX105    MT45W1MW16PAFA-70 WT ES
PW104    MT45W1MW16PAFA-85 WT
PX104    MT45W1MW16PAFA-85 WT ES
PW008    MT45W1MW16PDGA-70 IT
PW001    MT45W1MW16PDGA-70 WT
PX001    MT45W1MW16PDGA-70 WT ES
PW002    MT45W1MW16PDGA-85 WT
PW807    MT45W256KW16BEGB-701 IT
PW903    MT45W256KW16BEGB-708 WT
PW900    MT45W256KW16PEGA-70 WT
PX900    MT45W256KW16PEGA-70 WT ES
PW413    MT45W2ML16BAFB-601 WT
PX413    MT45W2ML16BAFB-601 WT ES
PW412    MT45W2ML16BAFB-701 WT
PX412    MT45W2ML16BAFB-701 WT ES
PW411    MT45W2ML16BAFB-706 WT
PX411    MT45W2ML16BAFB-706 WT ES
PW415    MT45W2ML16BAFB-708 WT
PX415    MT45W2ML16BAFB-708 WT ES
PW410    MT45W2ML16BAFB-856 WT
PX410    MT45W2ML16BAFB-856 WT ES
PW243    MT45W2ML16BFB-601 WT
PX243    MT45W2ML16BFB-601 WT ES
PW247    MT45W2ML16BFB-701 WT
PX247    MT45W2ML16BFB-701 WT ES
PW242    MT45W2ML16BFB-706 WT
PX242    MT45W2ML16BFB-706 WT ES
PW246    MT45W2ML16BFB-856 WT
PX246    MT45W2ML16BFB-856 WT ES
PW405    MT45W2ML16PAFA-60 WT
PX405    MT45W2ML16PAFA-60 WT ES
PX255    MT45W2ML16PAFA-70 L IT ES
PW404    MT45W2ML16PAFA-70 WT
PX404    MT45W2ML16PAFA-70 WT ES
PW403    MT45W2ML16PAFA-85 WT
PX403    MT45W2ML16PAFA-85 WT ES
PW205    MT45W2ML16PFA-60 WT
PX205    MT45W2ML16PFA-60 WT ES
PW204    MT45W2ML16PFA-70 WT
PX204    MT45W2ML16PFA-70 WT ES
PW203    MT45W2ML16PFA-85 WT
PX203    MT45W2ML16PFA-85 WT ES
PW361    MT45W2MV16BFB-706 WT
PX361    MT45W2MV16BFB-706 WT ES
PW360    MT45W2MV16PFA-70 WT
PX360    MT45W2MV16PFA-70 WT ES
PW417    MT45W2MW16BABB-706 L WT
PX417    MT45W2MW16BABB-706 L WT ES
PW420    MT45W2MW16BABB-706 WT
PW419    MT45W2MW16BABB-856 WT
PW407    MT45W2MW16BAFB-601 WT
PX407    MT45W2MW16BAFB-601 WT ES
PW408    MT45W2MW16BAFB-701 WT
PX408    MT45W2MW16BAFB-701 WT ES
PW423    MT45W2MW16BAFB-706 IT
PW422    MT45W2MW16BAFB-706 L IT
PW406    MT45W2MW16BAFB-706 WT
PX406    MT45W2MW16BAFB-706 WT ES
PW414    MT45W2MW16BAFB-708 WT
PX414    MT45W2MW16BAFB-708 WT ES
PW409    MT45W2MW16BAFB-856 WT
PX409    MT45W2MW16BAFB-856 WT ES
PW248    MT45W2MW16BBB-701 WT
PX248    MT45W2MW16BBB-701 WT ES
PW241    MT45W2MW16BFB-601 WT
PX241    MT45W2MW16BFB-601 WT ES
PW244    MT45W2MW16BFB-701 WT
PX244    MT45W2MW16BFB-701 WT ES
PW240    MT45W2MW16BFB-706 WT
PX240    MT45W2MW16BFB-706 WT ES
PW249    MT45W2MW16BFB-708 WT
PW245    MT45W2MW16BFB-856 WT
PX245    MT45W2MW16BFB-856 WT ES
PW755    MT45W2MW16BGB-701 IT
PX755    MT45W2MW16BGB-701 IT ES
PW753    MT45W2MW16BGB-701 WT
PX753    MT45W2MW16BGB-701 WT ES
PW756    MT45W2MW16BGB-708 AT
PW754    MT45W2MW16BGB-708 IT
PX754    MT45W2MW16BGB-708 IT ES
PW758    MT45W2MW16BGB-708 L WT
PW752    MT45W2MW16BGB-708 WT
PX752    MT45W2MW16BGB-708 WT ES
PW416    MT45W2MW16PABA-70 IT
PW421    MT45W2MW16PABA-70 L WT
PW418    MT45W2MW16PABA-70 WT
PW402    MT45W2MW16PAFA-60 WT
PX402    MT45W2MW16PAFA-60 WT ES
PW208    MT45W2MW16PAFA-70 IT
PX208    MT45W2MW16PAFA-70 IT ES
PW401    MT45W2MW16PAFA-70 WT
PX401    MT45W2MW16PAFA-70 WT ES
PW400    MT45W2MW16PAFA-85 WT
PX400    MT45W2MW16PAFA-85 WT ES
PW207    MT45W2MW16PBA-70 WT
PX207    MT45W2MW16PBA-70 WT ES
PW210    MT45W2MW16PBA-85 WT
PW202    MT45W2MW16PFA-60 WT
PX202    MT45W2MW16PFA-60 WT ES
PW206    MT45W2MW16PFA-70 WT
PX206    MT45W2MW16PFA-70 WT ES
PQ206    MT45W2MW16PFA-70 WT QS
PX201    MT45W2MW16PFA-75 WT ES
PW200    MT45W2MW16PFA-85 WT
PX200    MT45W2MW16PFA-85 WT ES
PW751    MT45W2MW16PGA-70 IT
PX751    MT45W2MW16PGA-70 IT ES
PW757    MT45W2MW16PGA-70 L WT
PW750    MT45W2MW16PGA-70 WT
PX750    MT45W2MW16PGA-70 WT ES
PW343    MT45W4ML16BFB-601 WT
PX343    MT45W4ML16BFB-601 WT ES
PW347    MT45W4ML16BFB-701 WT
PX347    MT45W4ML16BFB-701 WT ES
PW342    MT45W4ML16BFB-706 WT
PX342    MT45W4ML16BFB-706 WT ES
PW348    MT45W4ML16BFB-706 WT F
PW349    MT45W4ML16BFB-708 WT
PX349    MT45W4ML16BFB-708 WT ES
PW346    MT45W4ML16BFB-856 WT
PW380    MT45W4ML16PBA-70 IT
PW305    MT45W4ML16PFA-60 WT
PX305    MT45W4ML16PFA-60 WT ES
PW373    MT45W4ML16PFA-70 IT
PW304    MT45W4ML16PFA-70 WT
PX304    MT45W4ML16PFA-70 WT ES
PW303    MT45W4ML16PFA-85 WT
PX303    MT45W4ML16PFA-85 WT ES
PW359    MT45W4MV16BFB-706 WT
PX359    MT45W4MV16BFB-706 WT ES
PW358    MT45W4MV16PFA-70 WT
PX358    MT45W4MV16PFA-70 WT ES
PW384    MT45W4MW16BBB-706 L IT
PW351    MT45W4MW16BBB-706 L WT
PW366    MT45W4MW16BBB-706 WT
PX366    MT45W4MW16BBB-706 WT ES
PW385    MT45W4MW16BBB-708 L IT
PW383    MT45W4MW16BBB-708 WT
PW382    MT45W4MW16BBB-856 WT
PW610    MT45W4MW16BCGB-701 IT
PW601    MT45W4MW16BCGB-701 WT
PX601    MT45W4MW16BCGB-701 WT ES
PW608    MT45W4MW16BCGB-7013 WT
PW604    MT45W4MW16BCGB-708 IT
PW603    MT45W4MW16BCGB-708 L WT
PW600    MT45W4MW16BCGB-708 WT
PX600    MT45W4MW16BCGB-708 WT ES
PW602    MT45W4MW16BCGX-708 WT
PX602    MT45W4MW16BCGX-708 WT ES
PY602    MT45W4MW16BCGX-708 WT MS
PW370    MT45W4MW16BFB-601 L WT
PW341    MT45W4MW16BFB-601 WT
PX341    MT45W4MW16BFB-601 WT ES
PW344    MT45W4MW16BFB-701 WT
PX344    MT45W4MW16BFB-701 WT ES
PW363    MT45W4MW16BFB-701 WT F
PX363    MT45W4MW16BFB-701 WT F ES
PW368    MT45W4MW16BFB-706 L WT
PW340    MT45W4MW16BFB-706 WT
PX340    MT45W4MW16BFB-706 WT ES
PW362    MT45W4MW16BFB-706 WT F
PX362    MT45W4MW16BFB-706 WT F ES
PW369    MT45W4MW16BFB-708 L WT
PW367    MT45W4MW16BFB-708 WT
PX367    MT45W4MW16BFB-708 WT ES
PW350    MT45W4MW16BFB-708 WT F
PW345    MT45W4MW16BFB-856 WT
PX345    MT45W4MW16BFB-856 WT ES
PW365    MT45W4MW16BFB-856 WT F
PW364    MT45W4MW16BFB-856 WT F
PW505    MT45W4MW16BGX-701 WT
PW506    MT45W4MW16BGX-708 WT
PW386    MT45W4MW16BHBB-706 WT
PW702    MT45W4MW16BKGB-701 WT
PX702    MT45W4MW16BKGB-701 WT ES
PW701    MT45W4MW16BKGB-7013 WT
PX701    MT45W4MW16BKGB-7013 WT ES
PW703    MT45W4MW16BKGB-708 WT
PW372    MT45W4MW16PBA-70 IT
PW307    MT45W4MW16PBA-70 WT
PW607    MT45W4MW16PCGA-70 IT
PX607    MT45W4MW16PCGA-70 IT ES
PW609    MT45W4MW16PCGA-70 L WT
PW605    MT45W4MW16PCGA-70 WT
PX605    MT45W4MW16PCGA-70 WT ES
PW302    MT45W4MW16PFA-60 WT
PX302    MT45W4MW16PFA-60 WT ES
PW371    MT45W4MW16PFA-70 IT
PW381    MT45W4MW16PFA-70 L WT
PW306    MT45W4MW16PFA-70 WT
PX306    MT45W4MW16PFA-70 WT ES
PW301    MT45W4MW16PFA-75 WT
PX301    MT45W4MW16PFA-75 WT ES
PW300    MT45W4MW16PFA-85 WT
PX300    MT45W4MW16PFA-85 WT ES
PW700    MT45W4MW16PKGA-70 WT
PX700    MT45W4MW16PKGA-70 WT ES
PW801    MT45W512KW16BEGB-708 WT
PX801    MT45W512KW16BEGB-708 WT ES
PX806    MT45W512KW16BEGB-708 WT MS
PX805    MT45W512KW16MBEGB-701 WT ES
PW805    MT45W512KW16PEGA-70 IT
PW800    MT45W512KW16PEGA-70 WT
PX800    MT45W512KW16PEGA-70 WT ES
PW007    MT45W512KW16PGA-70 IT
PW006    MT45W512KW16PGA-70 WT
PW510    MT45W8MW16BGX-701 IT
PW512    MT45W8MW16BGX-701 L WT
PW503    MT45W8MW16BGX-701 WT
PX503    MT45W8MW16BGX-701 WT ES
PW511    MT45W8MW16BGX-7013 WT
PW500    MT45W8MW16BGX-706 WT
PX500    MT45W8MW16BGX-706 WT ES
PW508    MT45W8MW16BGX-708 IT
PW502    MT45W8MW16BGX-708 WT
PX502    MT45W8MW16BGX-708 WT ES
PW507    MT45W8MW16BGX-856 AT
Z9HTJ    MT45W8MW16BGX-856 AT ES
PW504    MT45W8MW16BGX-856 IT
PW501    MT45W8MW16BGX-856 WT
PX501    MT45W8MW16BGX-856 WT ES
PX509    MT45W8MW32B2GX-701 WT ES
D9KMP    MT46H128M16L2JG-6 IT:A
D9KMN    MT46H128M16L2JG-6:A
D9QWD    MT46H128M16LFB7-5 AIT:B
D9QSR    MT46H128M16LFB7-5 IT:B
Z9PJV    MT46H128M16LFB7-5 WT ES:B
D9PJW    MT46H128M16LFB7-5 WT:B
D9QSS    MT46H128M16LFB7-6 IT:B
Z9PJX    MT46H128M16LFB7-6 WT ES:B
D9PJZ    MT46H128M16LFB7-6 WT:B
Z9RKC    MT46H128M16LFBF-5 WT ES:C
D9RKB    MT46H128M16LFBF-5 WT:C
D9QGW    MT46H128M16LFCK-5 AIT:A
Z9LBV    MT46H128M16LFCK-5 IT ES:A
D9LBW    MT46H128M16LFCK-5 IT:A
Z9LBS    MT46H128M16LFCK-6 IT ES:A
D9LBT    MT46H128M16LFCK-6 IT:A
D9RXF    MT46H128M16LFDD-48 AIT:C
D9RXG    MT46H128M16LFDD-48 IT:C
D9RXH    MT46H128M16LFDD-48 WT:C
D9RVR    MT46H128M16LFDD-5 AIT:C
D9RWN    MT46H128M16LFDD-5 AIT:C
D9RWM    MT46H128M16LFDD-5 IT:C
D9RWL    MT46H128M16LFDD-5 WT:C
Z9SLS    MT46H128M32L2KK-48 IT ES:C
D9SFF    MT46H128M32L2KK-48 IT:C
Z9SLT    MT46H128M32L2KK-48 WT ES:C
D9RWQ    MT46H128M32L2KK-48 WT:C
JWC15    MT46H128M32L2KQ-48 IT:C
JWC16    MT46H128M32L2KQ-48 WT:C
Z9LCG    MT46H128M32L2KQ-5 IT ES:A
Z9MNF    MT46H128M32L2KQ-5 IT MS:A
D9LCH    MT46H128M32L2KQ-5 IT:A
D9QRM    MT46H128M32L2KQ-5 IT:B
Z9PKB    MT46H128M32L2KQ-5 WT ES:B
D9PKC    MT46H128M32L2KQ-5 WT:B
Z9LCD    MT46H128M32L2KQ-6 IT ES:A
D9LCF    MT46H128M32L2KQ-6 IT:A
D9QST    MT46H128M32L2KQ-6 IT:B
Z9PKD    MT46H128M32L2KQ-6 WT ES:B
D9PKF    MT46H128M32L2KQ-6 WT:B
